x,y,alt,az,alt_err,az_err,sample_size,star_name,ra,dec,real_alt,real_az
833.0,729.0,37.2018405502281,157.8985317530061,0.0,0.0,1.0,   Gam2Vol,07h08m44.9s,-70d29m56s,37.08781744280053,157.8924832666702
571.0,623.0,48.59875371047421,87.66032496404519,0.0,0.0,1.0, 15Del Lep,05h51m19.3s,-20d52m45s,48.49023622677326,87.6445172498256
490.0,557.0,41.445332411471476,63.20398274479207,0.0,0.0,1.0, 48Sig Ori,05h38m44.8s,-02d36m00s,41.492986833215184,63.22490576548124
656.0,570.0,67.36576263928492,96.91606291673534,0.0,0.0,1.0, 52Ups2Eri,04h35m33.0s,-30d33m44s,67.50207337958665,96.84437907327506
447.0,302.0,25.854683676341022,12.657384004412705,0.0,0.0,1.0, 38Omi Per,03h44m19.1s,+32d17m18s,25.896024275477544,12.644409988632193
708.0,821.0,23.36564653538386,131.80042670828934,0.0,0.0,1.0,          ,08h40m37.6s,-46d38m56s,23.32387953494485,131.7659003347119
467.0,411.0,37.84888411195054,30.351918209037386,0.0,0.0,1.0, 77The1Tau,04h28m34.5s,+15d57m44s,37.87754619902177,30.349806105091044
934.0,182.0,20.157138182895068,280.80197253793347,0.0,0.0,1.0, 48Gam Aqr,22h21m39.4s,-01d23m14s,20.166668408568288,280.856126213086
796.0,802.0,25.775833551872797,147.03619225232632,0.0,0.0,1.0,          ,08h55m02.8s,-60d38m41s,25.80377804262044,147.09608191502642
728.0,676.0,51.591296150612905,135.1360523462731,0.0,0.0,1.0,   Bet Pic,05h47m17.1s,-51d03m59s,51.622802002232845,135.27958840432143
625.0,682.0,45.70530710603628,108.23839015313631,0.0,0.0,1.0,   Del Col,06h22m06.8s,-33d26m11s,45.58866736610575,108.2467262078981
832.0,626.0,54.86857536192319,170.32752021626862,0.0,0.0,1.0,   Bet Ret,03h44m12.0s,-64d48m25s,54.7535721502054,170.27661392119208
576.0,731.0,32.79746604516049,104.01884087909036,0.0,0.0,1.0, 28Ome CMa,07h14m48.7s,-26d46m22s,32.80013674897079,104.0785947073307
720.0,583.0,69.57100018200474,130.81297059780394,0.0,0.0,1.0,   Alp Hor,04h14m00.1s,-42d17m40s,69.64765784357121,131.03563944911377
583.0,525.0,60.47965327454655,62.767125213200785,0.0,0.0,1.0, 53    Eri,04h38m10.8s,-14d18m14s,60.473699248675075,62.689269325897534
652.0,635.0,56.191451894298744,109.1996586619842,0.0,0.0,1.0,   Eps Col,05h31m12.7s,-35d28m14s,56.24765568528961,109.31479383860733
474.0,334.0,33.500992052341914,15.177129241709876,0.0,0.0,1.0, 20    Tau,03h45m49.6s,+24d22m04s,33.520520760600604,15.144194362487152
565.0,703.0,36.15989702451977,99.0712986309367,0.0,0.0,1.0, 16Omi1CMa,06h54m07.9s,-24d11m02s,36.238633543592165,99.12393528227328
706.0,490.0,85.1618851047036,72.93504375741959,0.0,0.0,1.0,   Alp For,03h12m04.3s,-28d59m13s,85.12532312613824,72.65292219601774
905.0,457.0,55.34480954669305,232.6274509674073,0.0,0.0,1.0,   Eps Phe,00h09m24.7s,-45d44m51s,55.29813755933521,232.60214041358458
643.0,405.0,68.24468467615566,3.968259517537845,0.0,0.0,1.0,  3Eta Eri,02h56m25.7s,-08d53m53s,68.3041930273058,3.84803074768764
1000.0,712.0,20.379968918051897,185.23414018614648,0.0,0.0,1.0,   Gam Aps,16h33m27.0s,-78d53m50s,20.44939878194125,185.18862026285015
957.0,441.0,44.9543680995045,235.01460406386025,0.0,0.0,1.0,   Iot Gru,23h10m21.6s,-45d14m48s,45.05838414144444,234.92321657929395
706.0,827.0,22.181212765046368,131.53106227910268,0.0,0.0,1.0,          ,08h46m01.7s,-46d02m30s,22.235974481934107,131.51358387205335
528.0,420.0,49.68160368347721,28.56573337029168,0.0,0.0,1.0, 38Nu  Tau,04h03m09.4s,+05d59m21s,49.56090388094276,28.512310073717995
879.0,524.0,59.29821493436891,208.99412153698867,0.0,0.0,1.0,   Zet Phe,01h08m23.1s,-55d14m45s,59.35944842104153,208.9879071512309
538.0,488.0,53.159335050124724,47.788732118507255,0.0,0.0,1.0, 48Nu  Eri,04h36m19.1s,-03d21m09s,53.12066491938137,47.73514548034812
